#,Title,Authors,Barcode,Call No,ISBN,Status,Patron Status,Hold Status
1802,"Certificate of freedom","Kositsky, Lynne",33124028661428,F KOS RACHEL,143014625,In,0,No Hold
1803,"César Chávez","Brown, Jonatha A",33124040853045,331.8813 CHA BRO,0836850971,In,0,No Hold
1804,"Cesar Chavez : fighting for farmworkers","Braun, Eric",33124058455212,331.8813 CHA BRA,073684631,In,0,No Hold
1805,"Cézanne","Author, Unknown",33124058114389,759.4 CEZ,847827313,In,0,No Hold
1806,"Cézanne","Hardy, Rachael",33124093790359,759.4 CEZ HAR,9781908816818,In,0,No Hold
1807,"Chagall, The falling angel","Zeri, Federico",33124015989451,759.7 CHA ZER,1553210093,In,0,No Hold
1808,"Chai jinxed","Pinto, Emi",33124127897519,F PIN,9780063275775,In,0,No Hold
1809,"A chair for my mother","Williams, Vera B",33124041754655,E WIL,9780688040741,Lost/Missing,0,No Hold
1810,"A chair for my mother.","Williams, Vera B",33124110651634,E WIL,0590331558,In,0,No Hold
1811,"Chalcot Crescent","Weldon, Fay",33124070326300,F WEL,9781552788486,In,0,No Hold
1812,"Chalktown : a novel","Haynes, Melinda",33124028659273,F HAY,0743442504,In,0,No Hold
1813,"Challenger deep","Shusterman, Neal",33124102655361,F SHU,9780061134111,In,0,No Hold
1814,"The chameleon wore chartreuse : from the tattered casebook of Chet Gecko, private eye","Hale, Bruce",33124103243811,F HAL,9780605277694,In,0,No Hold
1815,"Champion : a Legend novel","Lu, Marie",33124101581105,F LU,9780399256776,In,0,No Hold
1816,"Champlain","Moore, Christopher",33124054040216,971.0113 CHA MOO,887766579,In,0,No Hold
1817,"Chance to dance for you","Sobat, Gail Sidonie",33124082000018,F SOB,9781926531113,In,0,No Hold
1818,"Chanda's secrets","Stratton, Allan",33124038900238,F STR,1550378341,In,0,No Hold
1819,"Chanda's wars","Stratton, Allan",33124049737769,F STR,9781554680252,In,0,No Hold
1820,"Change of heart","McClintock, Norah",33124054034540,F MCC,9780545985697,In,0,No Hold
1821,"Change of heart","McClintock, Norah",33124054034490,F MCC,9780545985697,In,0,No Hold
1822,"Changing heaven : a novel","Urquhart, Jane",33124070117832,F URQ,9780771086632,In,0,No Hold
1823,"Changing planes","Le Guin, Ursula K.",33124038895719,F LEG,044101156,In,0,No Hold
1824,"Changing their skies : stories from Africa","Bassett, Jennifer",33124046426838,F BAS,9780194790826,In,0,No Hold
1825,"Chantal Petitclerc : paralympic champion","O'Connor, Edward",33124038701818,796.0456 PET OCO,013124468,In,0,No Hold
1826,"Chanticleer and the fox","Cooney, Barbara",33124092798296,398.2 COO,64430871,In,0,No Hold
1827,"The Chaos","Hopkinson, Nalo",33124104037261,F HOP,9781416954880,In,0,No Hold
1828,"The Chaos","Hopkinson, Nalo",33124101582921,F HOP,9781416954880,In,0,No Hold
1829,"Chaotic good","Gardner, Whitney",33124112069199,F GAR,9781524720803,In,0,No Hold
1830,"Charles and Emma : the Darwins' leap of faith","Heiligman, Deborah",33124085395084,576.82 DAR HEI,9780605218444,In,0,No Hold
1831,"Charles Dickens : a celebration of his life and work","Mosley, Charles",33124084354355,823 DIC MOS,9781849310253,In,0,No Hold
1832,"Charles Dicken's Great expectations","Author, Unknown",33124040854159,823 DAR CHA,791081680,In,0,No Hold
1833,"Charlie : a home child's life in Canada","Young, Beryl",33124058450783,363.2092 HAR YOU,9781554702008,In,0,No Hold
1834,"Charlie Wilcox","McKay, Sharon E",1870589,F MCK,773760938,In,0,No Hold
1835,"Charlie Wilcox's Great War","McKay, Sharon E",33124013732697,F MCK,143014714,In,0,No Hold
1836,"Charlie's story","Friel, Maeve",33124030863624,F FRI,1561453153,In,0,No Hold
1837,"Charlotte Bobcats","Basen, Ryan",33124082006940,796.323 BAS,9781617831515,In,0,No Hold
1838,"Charlotte's web","White, Elwyn Brooks",33124110652632,F WHI,60263857,In,0,No Hold
1839,"Charlottetown : Canada's birthplace","Johnstone, Robb",2523440,971.75 ROB,1896990576,In,0,No Hold
1840,"Charmed","Mac, Carrie",33124020338157,F MAC,1551435780,In,0,No Hold
1841,"Charmed","Mac, Carrie",33124038892799,F MAC,1551435780,In,0,No Hold
1842,"The charmed bracelet","Petrucha, Stefan",33124046425087,F PET,9780605018358,In,0,No Hold
1843,"Charmed thirds : a novel","McCafferty, Megan",33124102655049,F MCC,9780605165724,In,0,No Hold
1844,"Charming","Bach, Mette",33124097615032,F BAC,9781459413870,In,0,No Hold
1845,"Chase","Barclay, Linwood",33124106913097,F BAR,143198777,In,0,No Hold
1846,"Chase","Barclay, Linwood",33124112462378,F BAR,143198777,In,0,No Hold
1847,"Chasers of the light : poems from the typewriter series","Gregson, Tyler Knott",33124110652293,811.6 GRE,9780399169731,In,0,No Hold
1848,"Chasing Harry Winston","Weisberger, Lauren",33124070117147,F WEI,9780743290111,In,0,No Hold
1849,"Chasing painted horses","Taylor, Drew Hayden",33124117846153,F TAY,9781770865600,In,0,No Hold
1850,"Chasing shadows","Avasthi, Swati",33124109647684,F AVA,9780375863431,In,0,No Hold
1851,"Che : a graphic biography","Spain,",33124058114322,980.036 GUE,9781844671687,In,0,No Hold
1852,"Che : a graphic biography","Spain,",33124070324438,980.036 GUE SPA,9781844671687,In,0,No Hold
1853,"Cheat","Butcher, Kristin",33124070321749,F BUT,9781554692750,In,0,No Hold
1854,"Cheat sheet","Krulik, Nancy E",33124095911961,F KRU,9780605181571,In,0,No Hold
1855,"Chekhov : the major plays","Chekhov, Anton Pavlovich",33124013733521,891.723 CHE,0451522702,In,0,No Hold
1856,"Chemical dependency","Author, Unknown",33124058118703,362.29 CHE,9780737752151,In,0,No Hold
1857,"Cherry tree","Bond, Ruskin",807295,E BON,9781563976216,In,0,No Hold
1858,"Chess for kids","Basman, Michael",33124074242941,794.1 BAS,078946540,In,0,No Hold
1859,"Chester","Watt, Mélanie",33124046426531,E WAT,9780545998611,In,0,No Hold
1860,"Chester's back!","Watt, Mélanie",33124046426473,E WAT,9780605228191,In,0,No Hold
1861,"Cheyenne autumn","Sandoz, Mari",33124092303253,970.3 CHE SAN,0803242239,In,0,No Hold
1862,"Chibi vampire","Kagesaki, Yuna",33124058117341,F KAG,15981632211,In,0,No Hold
1863,"Chibi vampire","Kagesaki, Yuna",33124058117440,F KAG,15981632211,In,0,No Hold
1864,"Chibi vampire","Kagesaki, Yuna",33124058117200,F KAG,15981632211,In,0,No Hold
1865,"Chibi vampire : the novel","Kai, Tohru",33124058117499,F KAG,97815981692251,In,0,No Hold
1866,"Chicago Blackhawks","Skog, Jason",33124046423843,796.962 SKO,9781897563151,In,0,No Hold
1867,"Chicken by Che","Reiff, Tana",1790557,F REI,822446065,In,0,No Hold
1868,"Chicken soup for the preteen soul","Author, Unknown",33124034593128,158.128 CHI,439284961,In,0,No Hold
1869,"Chicken soup for the soul : 101 stories to open the heart & rekindle the spirit","Author, Unknown",33124074242867,158.12 CHI,9780605038530,In,0,No Hold
1870,"Chicken soup for the soul celebrating people who make a difference","Author, Unknown",33124046428156,177.7 CHI,9780757306679,In,0,No Hold
1871,"Chicken soup for the soul : grieving and recovery : 101 inspirational and comforting stories about surviving the loss of a loved one","Author, Unknown",23124005046603,155.937 CHI,9781935096627,In,0,No Hold
1872,"Chicken soup for the soul : the power of positive : 101 inspirational stories about changing your life through positive thinking","Author, Unknown",33124074241901,158.1 CHI,9781611599039,In,0,No Hold
1873,"Chicken soup for the teenage soul III : more stories of life, love, and learning","Author, Unknown",33124074242875,158.128 CHI,1558747613,In,0,No Hold
1874,"Chicken soup for the teenage soul on tough stuff : stories of tough times and lessons learned","Author, Unknown",33124085414463,158 .128 CHI,9780605367166,In,0,No Hold
1875,"Chicken soup for the teenage soul : stories of life, love and learning","Author, Unknown",33124096021786,158.12 CHI,1558744681,In,0,No Hold
1876,"Chicken soup for the teenage soul's : the real deal : school, cliques, classes, clubs, and more","Author, Unknown",33124100188654,158.128 CHI,439675006,In,0,No Hold
1877,"Chicken Sunday","Polacco, Patricia",1084221,E POL,059046244,In,0,No Hold
1878,"Chief honor","Brouwer, Sigmund",33124070324891,F BRO,9780605189010,In,0,No Hold
1879,"Child abuse","Author, Unknown",33124058118422,362.764 CHI,9780737756722,In,0,No Hold
1880,"Child abuse","Author, Unknown",33124085413267,362.764 CHI,9780737756722,In,0,No Hold
1881,"Child abuse","Newton, Sydney",33124092302735,362.76 NEW,9780778721277,In,0,No Hold
1882,"Child soldier : when boys and girls are used in war","Humphreys, Jessica Dee",33124102809968,355.083 HUM,9781771381260,In,0,No Hold
1883,"Child soldier : when boys and girls are used in war","Humphreys, Jessica Dee",33124103943394,355.083 HUM,9781771381260,In,0,No Hold
1884,"Child soldier : when boys and girls are used in war","Humphreys, Jessica Dee",33124103943402,355.083 HUM,9781771381260,In,0,No Hold
1885,"Child soldiers","Author, Unknown",33124070118798,355.3083 CHI,9780737748390,In,0,No Hold
1886,"Child soldiers","Author, Unknown",33124083411289,355.3083 CHI,9780737748390,In,0,No Hold
1887,"Childbirth","Author, Unknown",33124059829167,618.2 CHI,9780737741964,In,0,No Hold
1888,"Childhood","Alexis, André",33124049729113,F ALE,0771006659,In,0,No Hold
1889,"Childhood obesity","Juettner, Bonnie",33124070322341,616.8519 JUE,9781601520838,In,0,No Hold
1890,"Children and the entertainment industry","Author, Unknown",33124054039739,302.23 CHI,9780737747638,In,0,No Hold
1891,"The children of Africville","Welldon, Christine",33124054036057,971.6 WEL,9781551097237,In,0,No Hold
1892,"Children of Dune","Herbert, Frank",33124118823896,F HER,9780593098240,In,0,No Hold
1893,"The children of Húrin","Tolkien, John Ronald Reuel",33124058114405,F TOL,7252269,In,0,No Hold
1894,"The children of Lir","Casey, Dawn",33124027480200,398.2 CAS FARSI,9781852698928,In,0,No Hold
1895,"Children of the broken treaty : Canada's lost promise and one girl's dream","Angus, Charlie",33124102654398,371.829 ANG,9780889774018,In,0,No Hold
1896,"Children of the day : a novel","Birdsell, Sandra",33124040858739,F BIR,9780679313700,In,0,No Hold
1897,"Children of the mind","Card, Orson Scott",33124118825685,F CAR,9781250773098,In,0,No Hold
1898,"Children of war : voices of Iraqi refugees","Ellis, Deborah",33124070473615,305.23086 ELL,9780605255197,In,0,No Hold
1899,"The children of Willesden Lane : a true story of hope and survival during World War II","Golabek, Mona",33124118822633,940.5318 GOL,9780316554886,In,0,No Hold
1900,"Chile in pictures","DiPiazza, Francesca",33124049732141,983 DIP,9780822565871,In,0,No Hold
1901,"Chill","Frizzell, Colin",33124049732455,F FRI,9780605129115,In,0,No Hold
1902,"China","Teichmann, Iris",33124096018857,951 TEI,9781599200156,In,0,No Hold
1903,"China under reform","Lin, Zhimin",33124046431432,951.05 LIN,1590848233,In,0,No Hold
1904,"The China Wall : the timeless legend of Johnny Bower","Bower, Johnny",33124054035836,796.962 BOW,9781551683607,In,0,No Hold
1905,"The Chinese head tax and anti-Chinese immigration policies in the twentieth century","Chan, Arlene",33124096017875,971.00495 CHA,9781459404434,In,0,No Hold
1906,"Chinese myths & legends","Ardagh, Philip",33124033284331,398.2 ARD,716626098,In,0,No Hold
1907,"Chinese myths","Kopp, Megan",33124093789401,299.51 KOP,9780778745075,In,0,No Hold
1908,"Chinese myths","Kopp, Megan",33124092307213,299.5 KOP,9780778745075,In,0,No Hold
1909,"Chinese New Year","Hudak, Heather C.",33124101008232,394.261 HUD,9781553885221,In,0,No Hold
1910,"Chinese new year","Gleason, Carrie",33124092306124,394.261 GLE,9780605224414,In,0,No Hold
1911,"El Chino","Say, Allen",33124059829993,791.82 ELC SAY,9780780434325,In,0,No Hold
1912,"Chocolate fever","Smith, Robert Kimmel",33124109707785,F SMI,9780847914999,In,0,No Hold
1913,"Chocolate River rescue","Kent, Jennifer McGrath",33124060806550,F KEN,9781551096001,In,0,No Hold
1914,"Chocolate temptations","Collister, Linda",33124074240333,641.6374 COL,1841720909,In,0,No Hold
1915,"The choice","Sparks, Nicholas",33124049737850,F SPA,9780446579926,Lost/Missing,0,No Hold
1916,"Cholera","Yancey, Diane",33124074238758,616.932 YAN,9781420509342,In,0,No Hold
1917,"Chosen : a house of night novel","Cast, P. C",33124058450072,F CAS,9780605218468,In,0,No Hold
1918,"The chosen and the beautiful","Vo, Nghi",33124097615107,F VO,9781250820129,In,0,No Hold
1919,"Chris Brown.","Author, Unknown",33124092800951,781.649 BRO CHR,1622500172,In,0,No Hold
1920,"Christianity","Bingham, Jane",33124092801207,270 BIN,9781599200545,In,0,No Hold
1921,"Christianity","Faelli, Rita",33124106059172,230 FAE,9781489640277,In,0,No Hold
1922,"Christie's art deco","Author, Unknown",33124028663358,709.04012 CHR,823006433,In,0,No Hold
1923,"Christmas","Morrison, Jessica A.",33124104013452,394.2663 MOR,9781553886082,In,0,No Hold
1924,"Christmas","Trueit, Trudi Strain",33124046426499,394.2663 TRU,9780605279278,In,0,No Hold
1925,"A Christmas carol","Swan, D. K",678130,F DIC,582013828,In,0,No Hold
1926,"Christmas magic","Joyce, Melanie",33124092796746,E JOY,9781781978382,In,0,No Hold
1927,"The Christmas train","Baldacci, David",33124024260134,F BAL,446525731,In,0,No Hold
1928,"The chronicles of Vladimir Tod : eighth grade bites","Brewer, Heather",33124101583309,F BRE,9780605200395,In,0,No Hold
1929,"Chronicles of Vladimir Tod. : a graphic novel. II :, Ninth grade slays :","Lee, Tony",33124102025474,F LEE,803738129,In,0,No Hold
1930,"Chupacabra","Murray, Laura K.",33124106059263,001.944 MUR,9781628323702,In,0,No Hold
1931,"Churches and religion in the Middle Ages","Anderson, Dale",33124043353365,270.3 AND,0836858921,In,0,No Hold
1932,"The cider house rules","Irving, John",33124013726814,12 F IRV,676973841,In,0,No Hold
1933,"Cinder","Meyer, Marissa",33124090479253,F MEY,9780545551939,Lost/Missing,0,No Hold
1934,"Cinderella","Ehrlich, Amy",33124035792851,398.2 EHR,525473459,In,0,No Hold
1935,"Cinderella","Grimm, Jacob",33124108125518,E GRI,735842949,In,0,No Hold
1936,"Cinderella man","Shipton, Paul",33124085418027,F CER,9781405882088,In,0,No Hold
1937,"Cinderella : ninja warrior","McGowan, Maureen",33124085414802,F MCG,9781607102557,In,0,No Hold
1938,"Cinderella Skeleton","San Souci, Robert D",33124027480242,398.2 SAN,152050698,In,0,No Hold
1939,"Cinders","Bach, Mette",33124097615131,F BAC,9781459413832,In,0,No Hold
1940,"Cinnamon Gardens","Selvadurai, Shyam",1870775,12 F SEL,0771079567,In,0,No Hold
1941,"Cinq semaines en ballon","Roussel, Elyette",33124034596030,F ROU,9782090319712,In,0,No Hold
1942,"Circle of friends","Binchy, Maeve",33124049729436,F BIN,0099498596,In,0,No Hold
1943,"The circle of reason","Ghosh, Amitav",33124040855115,F GHO,618329625,In,0,No Hold
1944,"The circulatory system","Oleksy, Walter G.",33124110650172,612.1 OLE,823933369,In,0,No Hold
1945,"Cirque du Freak","Shan, Darren",3312402506765,F SHA,77911390,In,0,No Hold
1946,"Cirque du Freak. 2, The vampire's assistant /","Shan, Darren",33124070320683,F SHA,9780605421271,In,0,No Hold
1947,"Cirque du Soleil","Goldsworthy, Steve",33124093792173,791.3 GOL,9781770712126,In,0,No Hold
1948,"Citing sources : learning to use the copyright page","Rabbat, Suzy",33124092797397,346.0482 RAB,9781624310232,In,0,No Hold
1949,"Citizen rights and responsibilities","Author, Unknown",33124070325310,323.0971 CIT,9781553889359,In,0,No Hold
1950,"The city ABC book","Milich, Zoran",1889606,F MIL,155074948,In,0,No Hold
1951,"City girls","Lopez, Loretta",33124127897378,F LOP,9781644213421,In,0,No Hold
1952,"City kid : a writer's memoir of ghetto life and post-soul success","George, Nelson",33124054036768,781.64 GEO,9780452296046,In,0,No Hold
1953,"City of ashes","Clare, Cassandra",33124085418860,F CLA,9780605175686,In,0,No Hold
1954,"City of bastards","Shvarts, Andrew",33124118822716,F SHV,9781484799802,In,0,No Hold
1955,"City of bones","Clare, Cassandra",33124085418878,F CLA,9780605126640,Lost/Missing,0,No Hold
1956,"City of bones","Clare, Cassandra",33124085415908,F CLA,9780605126640,Lost/Missing,0,No Hold
1957,"The city of Ember","DuPrau, Jeanne",33124040856287,F DUP,9780385736282,In,0,No Hold
1958,"The city of Ember : the graphic novel","Middaugh, Dallas",33124096021034,F MID,9780375868214,Lost/Missing,0,No Hold
1959,"The city of Ember : the graphic novel","Middaugh, Dallas",33124090480459,F MID,9780375868214,In,0,No Hold
1960,"City of fallen angels","Clare, Cassandra",33124085415791,F CLA,9780605494534,In,0,No Hold
1961,"City of flowers","Hoffman, Mary",33124038895982,F HOF,9781582348872,In,0,No Hold
1962,"City of girls","Gilbert, Elizabeth",33124097605140,F GIL,9781594634734,In,0,No Hold
1963,"City of glass","Clare, Cassandra",33124085418852,F CLA,9781416914303,In,0,No Hold
1964,"City of God : a novel","Doctorow, E. L.",33124027478964,F DOC,0679447830,In,0,No Hold
1965,"City of heavenly fire","Clare, Cassandra",33124101583275,F CLA,9781481444422,In,0,No Hold
1966,"City of light, city of dark","Avi, ",33124090480806,F AVI,9780545398800,In,0,No Hold
1967,"City of light, city of dark","Avi, ",33124038890900,F AVI,590208586,In,0,No Hold
1968,"City of lights.","Vicary, Tim",719903,F VIC,0194219259,In,0,No Hold
1969,"City of lost souls","Clare, Cassandra",33124102003166,F CLA,9781442416864,In,0,No Hold
1970,"City of saints & thieves","Anderson, Natalie C",33124103243399,F AND,9780399547584,In,0,No Hold
1971,"City of the dead","Stewart, Sharon Roberta",1889924,F STE,9780889952293,Lost/Missing,0,No Hold
1972,"The city of words","Manguel, Alberto",33124049733701,809.93358 MAN,9780887847639,In,0,No Hold
1973,"Civil rights chronicle : the African-American struggle for freedom","Author, Unknown",33124028659042,323.0973 CIV,785349243,In,0,No Hold
1974,"The civil rights movement","Venable, Rose",33124082686246,323.1196 VEN,9781602531369,In,0,No Hold
1975,"Civilizations : the history of the ancient world.","Author, Unknown",33124085418233,930 CIV,9781846968310,In,0,No Hold
1976,"Cixi : evil empress of China?","Price, Sean",33124058119016,BIO 951.035 CIX PRI,9780605262539,In,0,No Hold
1977,"Clan apis","Hosler, Jay",33124038893672,F HOS,096772550,In,0,No Hold
1978,"Class A","Muchamore, Robert",33124102025938,F MUC,9780340881545,In,0,No Hold
1979,"Class conflict in Charles Dickens's A tale of two cities","Author, Unknown",33124092801090,823.8 CLA,9780737769746,In,0,No Hold
1980,"Class conflict in F. Scott Fitzgerald's The great Gatsby","Author, Unknown",33124038900691,808.80355 CLA,737738995,In,0,No Hold
1981,"Class favorite","Morris, Taylor",33124046427356,F MOR,9781416935988,In,0,No Hold
1982,"Class trip to the Cave of Doom","McMullan, Kate",33124096021729,F MCM,9780605048058,In,0,No Hold
1983,"The classic : '69 Chevy Camaro","Stevens, Eric",33124093790839,F STE,9781467712477,In,0,No Hold
1984,"The classic Italian cookbook","Della Croce, Julia",33124074242784,641.5945 DEL,888505418,In,0,No Hold
1985,"Classic stories : love","Rice, Chris",33124013728109,F RIC,582465788,In,0,No Hold
1986,"The classics : all you need to know, from Zeus's throne to the fall of Rome","Taggart, Caroline",33124083409226,938 TAG,9781606521328,In,0,No Hold
1987,"Classification : from mammals to fungi","Spilsbury, Louise",33124038891072,578.012 SPI,1403447632,In,0,No Hold
1988,"Classifying insects","Solway, Andrew",33124019474138,595.7 SOL,1403408491,In,0,No Hold
1989,"Classifying invertebrates","Galko, Francine",33124028662509,592 GAL,1403432740,In,0,No Hold
1990,"Classifying plants and animals","Parker, Lewis",33124040853458,580 PAR,075694693,In,0,No Hold
1991,"Classifying reptiles","Spilsbury, Richard",33124019474187,597.9 SPI,1403408483,In,0,No Hold
1992,"Claude Monet","Author, Unknown",33124027479798,759.4 MON CLA,1904310842,In,0,No Hold
1993,"Claudette Colvin : twice toward justice","Hoose, Phillip M.",33124084354314,323.092 COL HOO,9780605248045,In,0,No Hold
1994,"Claudia and mean Janine : a graphic novel","Telgemeier, Raina",33124046421052,F TEL,9780439885171,In,0,No Hold
1995,"Claw the giant ape","Blade, Adam",33124084354397,F BLA,0545068649,In,0,No Hold
1996,"Claws!","Stine, R. L",33124096016067,F STI,9780605505452,In,0,No Hold
1997,"Claws!","Stine, R. L",33124085740297,F STI,9780605505452,In,0,No Hold
1998,"Cleanup","McClintock, Norah",33124102654869,F MCC,9781459800540,In,0,No Hold
1999,"The clear-out","Ellis, Deborah",33124088065874,F ELL,9781771530033,In,0,No Hold
2000,"Cleopatra","Miller, Ron",33124054033104,932.021 CLE MIL,9780791095829,In,0,No Hold
2001,"Cleopatra in space. 1, Target practice /","Maihack, Mike",33124074243238,F MAI,9780545528429,In,0,No Hold
2002,"Cleopatra in space. 2, The thief and the sword /","Maihack, Mike",33124106913733,F MAI,9780545528443,In,0,No Hold
2003,"Cleopatra in space, 3. Secrets of the time tablets.","Maihack, Mike",33124106913741,F MAI,9780545838672,In,0,No Hold
2004,"Cleopatra in space, 3. Secrets of the time tablets.","Maihack, Mike",33124102026233,F MAI,9780545838672,In,0,No Hold
2005,"Cleopatra in space. 4, The golden lion /","Maihack, Mike",33124106913758,F MAI,054583872,In,0,No Hold
2006,"Cleopatra in space. 4, The golden lion /","Maihack, Mike",33124109390228,F MAI,054583872,In,0,No Hold
2007,"Cleopatra : the life of an Egyptian queen","Jeffrey, Gary",33124035792802,932.021 CLE JEF,9781404251694,In,0,No Hold
2008,"Clever cereal crafts","Author, Unknown",33124098474777,641.8 CLE,9781412714891,In,0,No Hold
2009,"The cleverest person in the world","Whitney, Norman",1789717,F WHI,0435271989,In,0,No Hold
2010,"Click","Author, Unknown",33124058452318,F CLI,9780605162631,In,0,No Hold
2011,"The client","Grisham, John",33124085418043,F GRI,9781405882095,In,0,No Hold
2012,"Climate change","Author, Unknown",33124058118539,363.73874 CLI,9780737752052,In,0,No Hold
2013,"Climate change","Fish, Hannah Mary",33124116059436,551.6 FIS,9780241397862,In,0,No Hold
2014,"Climate change in Canada","White, Rodney",33124054036123,363.738 WHI,9780195430608,In,0,No Hold
2015,"Climate fever : stopping global warming","Hanel, Rachael",33124058453217,363.738 HAN,9780756542467,In,0,No Hold
2016,"The climb","Korman, Gordon",1889248,F KOR,9780439405065,In,0,No Hold
2017,"The clique : a graphic novel","Harrison, Lisi",33124092305696,F HAR,9780605498570,In,0,No Hold
2018,"The clique : a novel","Harrison, Lisi",33124110651931,F HAR,9780316701297,In,0,No Hold
2019,"The clique : a novel","Harrison, Lisi",33124020343710,F HAR,9780316701297,In,0,No Hold
2020,"Clive Barker's The thief of always","Oprisko, Kris",33124046424874,F OPR,1933239387,In,0,No Hold
2021,"A cloak for the dreamer","Friedman, Aileen",33124070323968,E FRI,9780605006560,In,0,No Hold
2022,"Clockwork angel","Clare, Cassandra",33124092306363,F CLA,9780605475748,Lost/Missing,0,No Hold
2023,"Clockwork, or, All wound up","Pullman, Philip",2083357,F PUL,9780439856232,In,0,No Hold
2024,"A clockwork orange","Burgess, Anthony",33124049733313,F BUR,0141182601,In,0,No Hold
2025,"Clockwork prince","Clare, Cassandra",33124090482463,F CLA,9781416975885,In,0,No Hold
2026,"Clockwork princess","Clare, Cassandra",33124100186799,F CLA,9780605906334,In,0,No Hold
2027,"Cloning","Author, Unknown",33124040856980,176 CLO,073773311,In,0,No Hold
2028,"Cloud dance","Locker, Thomas",1890136,E LOC,0152022317,In,0,No Hold
2029,"The clue at the bottom of the lake","Gregory, Kristiana",33124046423470,F GRE,9780439929516,In,0,No Hold
2030,"Clutch","Camlot, Heather",33124107551979,F CAM,9780889955486,In,0,No Hold
2031,"C'mere, boy!","Jennings, Sharon",33124058451658,E JEN,9780605434257,In,0,No Hold
2032,"Coaching girls' basketball : from the how-to's of the game to practical, real-world advice, your definitive guide to successfully coaching girls","Simpson, Sandy L",33124049727810,796.3238 SIM,076153248,In,0,No Hold
2033,"Coaching girls' softball : from the how-to's of the game to practical real-world advice, your definitive guide to successfully coaching girls","Strahan, Kathy",33124043354058,796.3578 STR,0761532501,In,0,No Hold
2034,"Coaching youth cricket","Australian Cricket Board",33124043354355,796.358 AUS,736033300,In,0,No Hold
2035,"Coaching youth volleyball","Author, Unknown",33124043354322,796.325 COA,736037969,In,0,No Hold
2036,"Coal","Morris, Neil",33124038890504,553.2 MOR,9781583406281,In,0,No Hold
2037,"Cobra strike","Brouwer, Sigmund",33124049729030,F BRO,9780605186545,In,0,No Hold
2038,"Cobra strike","Brouwer, Sigmund",33124070324909,F BRO,9780605186545,In,0,No Hold
2039,"Cockroach","Hage, Rawi",33124049736514,12 F HAG,9780887842092,In,0,No Hold
2040,"Cockroaches","Twist, Clint",33124040858010,595.728 TWI,0836863739,Lost/Missing,0,No Hold
2041,"Code name Verity","Wein, Elizabeth",33124102655809,F WEI,9780385676540,In,0,No Hold
2042,"Code name Verity","Wein, Elizabeth",33124094321451,F WEI,9781423152880,In,0,No Hold
2043,"Code of honor","Gratz, Alan",33124101581881,F GRA,9780545695190,Lost/Missing,0,No Hold
2044,"The code of the Woosters","Wodehouse, Pelham Grenville",33124034595776,F WOD,1400079594,In,0,No Hold
2045,"Codes and ciphers","Gilbert, Adrian",33124070321699,652.8 GIL,9781554075737,In,0,No Hold
2046,"Coffee : discovering, exploring, enjoying","Ellis, Hattie",33124093793171,641.3373 ELL,1841723495,In,0,No Hold
2047,"Coffee will make you black","Sinclair, April",33124049738189,F SIN,380724596,In,0,No Hold
2048,"Coffey's hands","King, Stephen",2469896,F KIN,0451190548,In,0,No Hold
2049,"The coiled viper","Abbott, Tony",33124084354173,F ABB,439420806,In,0,No Hold
2050,"Coin and rope tricks","Fullman, Joe",33124070321772,793.8 FUL,9781554075706,In,0,No Hold
2051,"Coincidences, chaos, and all that math jazz : making light of weighty ideas","Burger, Edward B.",33124043351195,510 BUR,0393329313,In,0,No Hold
2052,"Coke or Pepsi? Forever!","Gill, Mickey",33124083411693,155.28 GIL,9780545485920,In,0,No Hold
2053,"Cold calls","Benoit, Charles",33124101581659,F BEN,544541219,In,0,No Hold
2054,"Cold mountain","Frazier, Charles",1788897,F FRA,0871136791,In,0,No Hold
2055,"Cold mountain : a novel","Frazier, Charles",33124028662012,12 F FRA,679309454,In,0,No Hold
2056,"The Cold War","Bodden, Valerie",33124049735482,909.825 BOD,9781583415467,In,0,No Hold
2057,"The Cold War : a history in documents","Winkler, Allan M.",33124083412840,909.8 WIN,9780199765997,In,0,No Hold
2058,"Cold War tech war : the politics of America's air defense","Whitcomb, Randall",33124058114942,338.473584 WHI,9781894959773,In,0,No Hold
2059,"The collaborator","Seymour, Gerald",33124070325815,F SEY,9780340918876,In,0,No Hold
2060,"Collected novellas","García Márquez, Gabriel",1495221,F GAR,0060921285,In,0,No Hold
2061,"The collected works of Gretchen Oyster","Fagan, Cary",33124110651097,F FAG,9780735266216,In,0,No Hold
2062,"The collected works of Grey Owl : three complete and unabridged Canadian classics","Grey Owl, ",33124011261541,917.1 GRE,155267875,In,0,No Hold
2063,"The Collector","Alexander, K. R",33124103244900,F ALE,1338212249,In,0,No Hold
2064,"Collins concise German-English, English-German dictionary.","Author, Unknown",160118,433 .21 COL,000433454,Out,0,No Hold
2065,"Collins Mandarin Chinese dictionary","Author, Unknown",33124103243944,495.1321 COL,9780008120481,In,0,No Hold
2066,"Collins pocket Spanish dictionary : Spanish-English, English-Spanish","Author, Unknown",33124083412477,463.21 COL,0060084510,In,0,No Hold
2067,"Collins Robert concise French dictionary = Le Robert & Collins compact plus","Author, Unknown",33124092796019,443.21 COL,60956909,In,0,No Hold
2068,"Colombia in pictures","Streissguth, Thomas",33124049732554,986.1 STR,822509334,In,0,No Hold
2069,"Colon cancer","Allman, Toney",33124074238873,616.994347 ALL,9781420507928,In,0,No Hold
2070,"Colon cancer : current and emerging trends in detection and treatment","Stokes, Mark",33124038893144,616.994347 STO,1404203877,In,0,No Hold
